name,brand,brand_line,internal_code,internal_code2,ean,top_category,type,price,was_price,discount_percentage,size,availability,description,image_url,rating,review_count,source,scraped_at,url
Foundation,SISLEY,Phyto Teint Perfection,BP_1294817,,,MAKE-UP,Foundation,"€ 86,49","€ 93,50",7.5,Standard,AVAILABLE,SISLEY NEDERLAND BV,https://www.iciparisxl.nl/medias/prd-front-1294817-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NzI4MnxpbWFnZS9qcGVnfGFHVTVMMmhtWVM4eE1EYzRNRFF4TVRneU1qRXhNQzl3Y21RdFpuSnZiblF0TVRJNU5EZ3hOMTh5TURGNE1qQXhMbXB3Wnd8OGNiNmU0Njk4ZGM4OTgwYWE1OTRmNDc5YzVhZGJlN2NjODFmMTRkNTA2ZTUyNmRkODQzMGI5OWYzODRkNjIyNQ,3.25,4,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/sisley/phyto-teint-perfection/foundation/p/BP_1294817
MULTI DEW SKIN TINT,HUDA BEAUTY,GLOWISH,BP_1129034,,,MAKE-UP,Foundation,"€ 11,70","€ 39,00",70,One Size,AVAILABLE,HUDA BEAUTY FR SAS,https://www.iciparisxl.nl/medias/prd-front-1129034-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTA0MTB8aW1hZ2UvanBlZ3xhRGMwTDJoaFlTOHhNREE1TURJMk9UQTRNVFl6TUM5d2NtUXRabkp2Ym5RdE1URXlPVEF6TkY4eU1ERjRNakF4TG1wd1p3fGQ4ZGVmNDkxODI5YWMxNTlhMjJlYzBhY2E1YWRkZjNlMjExZWIzMzVjNTg4MTdhYTljYWRjOWRiMjY2ZGJhZTU,3.75,4,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/huda-beauty/glowish/multi-dew-skin-tint/p/BP_1129034
CONCEALER,IT COSMETICS,BYE BYE UNDER EYE™,BP_1050739,,,MAKE-UP,Concealer,"€ 35,00",,,Standard,AVAILABLE,L´OREAL BELGILUX,https://www.iciparisxl.nl/medias/prd-front-1050739-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTc0MHxpbWFnZS9qcGVnfGFEY3lMMmc0TVM4NU5UY3dNRGMwT1RnME5EYzRMM0J5WkMxbWNtOXVkQzB4TURVd056TTVYekl3TVhneU1ERXVhbkJufDk1MjZjYzc3NzczMzgyN2U1M2ZjMTg4MGJlNmVmOTg2YmZmZjhjM2E5YTJkMGZkN2IxZjg3YzhjY2E2NmRjMmQ,5,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/it-cosmetics/bye-bye-under-eye/concealer/p/BP_1050739
CONCEALER,LANCÔME,TEINT IDOLE ULTRA CONCEALER,BP_1139450,,,MAKE-UP,Concealer,"€ 35,15","€ 38,00",7.5,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1139450-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8MTY1NDV8aW1hZ2UvanBlZ3xhR1UwTDJobE1TODVNamMxTXpZNE5UTTRNVFF5TDNCeVpDMW1jbTl1ZEMweE1UTTVORFV3WHpJd01YZ3lNREV8YTYzYmE5NTNiYTY1MDgzZTVkZmZhMmU1NGYyMTI0NDg3MjBmNjJlNGNkNjMxNzZlOGI4ZThjMTYyZTIxZmI1MQ,4.67,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/lancome/teint-idole-ultra-concealer/concealer/p/BP_1139450
Loose setting en baking poeder,BE CREATIVE MAKE UP,SATIN SILK,BP_1306311,,,MAKE-UP,Los poeder,"€ 7,47","€ 14,95",50.03,One Size,AVAILABLE,HCT EUROPE LIMITED,https://www.iciparisxl.nl/medias/prd-front-1306311-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8ODM0M3xpbWFnZS9qcGVnfGFETTFMMmhpTlM4eE1Ea3hPVFV4TVRneE9ESTNNQzl3Y21RdFpuSnZiblF0TVRNd05qTXhNVjh5TURGNE1qQXhMbXB3Wnd8MmQyZDRiMDQ3ZGU5ODA3MDM1NmJlYmY5MGFkM2UyZWMzYzk1MmU2NTAyNWU4NTdiODA3ZDlhODI0MTBhZWM2Ng,5,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/be-creative-make-up/satin-silk/loose-setting-en-baking-poeder/p/BP_1306311
MATTE FOUNDATION,BE CREATIVE MAKE UP,FEATHER FINISH MATTE FOUNDATION,BP_1280950,,,MAKE-UP,Foundation,"€ 16,46","€ 21,95",25.01,Standard,AVAILABLE,HCT EUROPE LIMITED,https://www.iciparisxl.nl/medias/prd-front-1280950-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTQ0Mzd8aW1hZ2UvanBlZ3xhREl4TDJnNFpDOHhNVEE0TURneE1ERTJPRE0xTUM5d2NtUXRabkp2Ym5RdE1USTRNRGsxTUY4eU1ERjRNakF4TG1wd1p3fDExZDNkNDg5MDhkMjE2YjljODcxNGUzZTQ1MGU5MzNhOTcwMzRjNWMyZWY4YjJjY2Y3YzlhNjczZTZkZjdmNmE,5,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/be-creative-make-up/feather-finish-matte-foundation/matte-foundation/p/BP_1280950
L'Orchidée,SISLEY,L'Orchidée,BP_569629,,,MAKE-UP,Blush,"€ 97,12","€ 105,00",7.5,One Size,AVAILABLE,SISLEY NEDERLAND BV,https://www.iciparisxl.nl/medias/prd-front-569629-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjY4MjV8aW1hZ2UvanBlZ3xhRE0xTDJnMlppOHhNVEl3T1RRMk1UVTVOakU1TUM5d2NtUXRabkp2Ym5RdE5UWTVOakk1WHpJd01YZ3lNREV1YW5Cbnw1ZjM0YzI1ZTBkMGQ3OThkZWNjYjljYjRkZjM4NzcxYjFkNmY0M2VhOTIyNmVlN2UzNzU4NDJmYmI1MTY2MmE5,5,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/sisley/lorchidee/lorchidee/p/BP_569629
FOUNDATION,BE CREATIVE MAKE UP,FLAWLESS COMPACT,BP_1170019,,,MAKE-UP,Foundation,"€ 16,46","€ 21,95",25.01,Standard,AVAILABLE,HCT EUROPE LIMITED,https://www.iciparisxl.nl/medias/prd-front-1170019-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTY1MjN8aW1hZ2UvanBlZ3xhRGhpTDJnMU5pOHhNVE16TVRJeE5qQXhOVE01TUM5d2NtUXRabkp2Ym5RdE1URTNNREF4T1Y4eU1ERjRNakF4TG1wd1p3fGJlYmNhNmEyMWNlMGE4MmE2YTNiM2I5YTIxMzg0OTFjMDEyMmIyNzc4NzVjNzQ4NjA5MGEzZTA4ZTRmYzQ2ZDE,5,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/be-creative-make-up/flawless-compact/foundation/p/BP_1170019
Langhoudende highlighter - geïnfuseerd met hyaluronzuur,DIOR,Dior Forever Glow Luminizer - Long Wear Highlighter,BP_1349046,,,MAKE-UP,Highlighter,"€ 52,63","€ 56,90",7.5,One Size,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1349046-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjQ4ODZ8aW1hZ2UvanBlZ3xhR0poTDJobU1DOHhNVFUyTVRnNE56VXpNVEF6T0M5d2NtUXRabkp2Ym5RdE1UTTBPVEEwTmw4eU1ERjRNakF4TG1wd1p3fGEwMDk3YWRhNzM4NDJkYzA2NmRhZjgyZTkwMzEzZmNhZDZhNWJlOWVjYTJhMjY3MDk4MTdmNGE2OWExNWQyY2Y,3.67,3,iciparisxl.nl,1753098438,https://www.iciparisxl.nl/dior/dior-forever-glow-luminizer-long-wear-highlighter/langhoudende-highlighter-geinfuseerd-met-hyaluronzuur/p/BP_1349046
MASCARA,YVES SAINT LAURENT,LASH CLASH,BP_1154178,,,MAKE-UP,Mascara,"€ 37,60","€ 47,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1154178-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8OTY2OXxpbWFnZS9qcGVnfGFHRmlMMmd5TlM4NU5UVTNNemt3TURrNE5EWXlMM0J5WkMxbWNtOXVkQzB4TVRVME1UYzRYekl3TVhneU1ERXVhbkJufGU2M2YzMDA0YWUzYWRlNDhhMzRjYTM5Y2UyZGZiN2JkMjFiYjFjZjgwNGZlODg3NTg4ZDIyY2Y4YzJmZDY5MzY,4.81,116,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/yves-saint-laurent/lash-clash/mascara/p/BP_1154178
MASCARA,LANCÔME,HYPNÔSE,BP_963428,,,MAKE-UP,Mascara,"€ 35,20","€ 44,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-963428-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8ODA5MnxpbWFnZS9qcGVnfGFEYzFMMmcxT1M4NU9UUTRNekF3T1RBeU5ETXdMM0J5WkMxbWNtOXVkQzA1TmpNME1qaGZNakF4ZURJd01TNXFjR2N8ZjhjNmE2OWMwYjY1NjAzNGRiZjNjNmJjNDU0OWYyMTg1MWJjZWM2OGVlM2Q1YjA5ZjhjYmFjNWRjNDAzMmZmNg,4.74,103,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/hypnose/mascara/p/BP_963428
MASCARA,LANCÔME,LASH IDÔLE,BP_1101013,,,MAKE-UP,Mascara,"€ 33,60","€ 42,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1101013-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTM4OTF8aW1hZ2UvanBlZ3xhREV4TDJnNE5DOHhNRE0wTnpVd016QTVNVGMwTWk5d2NtUXRabkp2Ym5RdE1URXdNVEF4TTE4eU1ERjRNakF4TG1wd1p3fDc1NTQzNTIwYWNkN2Q1NzQ2YzE4ZDU5Y2M3MThlNjMyNjAyMTYwMGFkYjVmMmFiZGRiZTAyN2IwY2M4ZWM3ODA,4.68,73,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/lash-idole/mascara/p/BP_1101013
Lancôme Lash Idôle Flutter Extension Mascara Zwart - Separeert En Verlengt Wimpers - 01 True Black,LANCÔME,Lash Idôle Flutter Extension,BP_1350278,,3614274195026,MAKE-UP,Mascara,"€ 33,60","€ 42,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1350278-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NjEwMXxpbWFnZS9qcGVnfGFEbGlMMmhpWWk4eE1UVTNNell5T0RVek5EZ3hOQzl3Y21RdFpuSnZiblF0TVRNMU1ESTNPRjh5TURGNE1qQXhMbXB3Wnd8MmRlZGRlYWIzMTc1MTE1YzBmMGMxMzAxNDIwMWUxNDczYzhjNDk3MTM5Y2Q4ZWMwMjVmM2Y4ZTYxOWYzZWRkNg,4.71,72,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/lash-idole-flutter-extension/lancome-lash-idole-flutter-extension-mascara-zwart-separeert-en-verlengt-wimpers-01-true-black/p/BP_1350278
MASCARA,IT COSMETICS,SUPERHERO™,BP_1051138,,817919014642,MAKE-UP,Mascara,"€ 32,00",,,Standard,AVAILABLE,L´OREAL BELGILUX,https://www.iciparisxl.nl/medias/zoom-front-1051138-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8MjMyOXxpbWFnZS9qcGVnfGFERmlMMmcwTlM4NE9UZ3pNams0TXpFd01UYzBMM3B2YjIwdFpuSnZiblF0TVRBMU1URXpPRjh5TURGNE1qQXh8N2FiZGRiZTI5MTg3MzY2YTExOTBkMWIzZGRjMTNjNGQzYjkzMjE1OWI3MDBkZDkzYzhhZWFlMDEwYWFhYzA5Nw,4.29,70,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/it-cosmetics/superhero/mascara/p/BP_1051138
MASCARA,DIOR,DIORSHOW,BP_1166722,,,MAKE-UP,Mascara,"€ 36,16","€ 45,20",20,Standard,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1166722-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NTU1M3xpbWFnZS9qcGVnfGFERTJMMmhoTlM4NU5qY3lPRGcwTWpVMk56azRMM0J5WkMxbWNtOXVkQzB4TVRZMk56SXlYekl3TVhneU1ERXVhbkJufGNiMTM2YjA5YzhiNTEzZWUzNWJhMTMzMWNiNTQ1ZTUyNWI2MDBiZjRkYjIxZTM3Y2MyYjNkYWUxZmY3OGIxM2Y,4.73,70,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/dior/diorshow/mascara/p/BP_1166722
MASCARA BASIS,LANCÔME,MASCARA CILS BOOSTER XL,BP_963421,,3614272161832,MAKE-UP,Mascara,"€ 36,00","€ 45,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-963421-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NjUzNnxpbWFnZS9qcGVnfGFEYzFMMmd3TWk4eE1ETTJOVFE0TnpBeU1qRXhNQzl3Y21RdFpuSnZiblF0T1RZek5ESXhYekl3TVhneU1ERXVhbkJufDk4YzVjZTRmM2VlYzY1NTZiOTcxNjRiNmIyZTNhNjA4NDU1OTYzOWQ3OTNmNjcxNjc3OTI0ZTA1MTJlMzQ0N2U,4.65,63,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/mascara-cils-booster-xl/mascara-basis/p/BP_963421
MASCARA INTENS VOLUME,YVES SAINT LAURENT,MASCARA VOLUME EFFET FAUX CILS,BP_41123,,,MAKE-UP,Mascara,"€ 37,60","€ 47,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/zoom-front-41123-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8MjY2NXxpbWFnZS9qcGVnfGFEZGtMMmc1WVM4NE9UZ3pNemsyTXpVeU1ETXdMM3B2YjIwdFpuSnZiblF0TkRFeE1qTmZNakF4ZURJd01RfGFmMzk5YTliYTVjZjNiOGQ4OTE4Nzk2MmE2ODVlYTVmYTk1Y2EyMWZlZTY4ZDYyYmQzNmZiOWFiOGQ5ZGRlY2Y,4.83,59,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/yves-saint-laurent/mascara-volume-effet-faux-cils/mascara-intens-volume/p/BP_41123
WATERPROOF KHOL POTLOOD,DIOR,DIORSHOW ON STAGE CRAYON,BP_1247973,,,MAKE-UP,Oogpotlood,"€ 28,40","€ 35,50",20,One Size,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1247973-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NDExMXxpbWFnZS9qcGVnfGFHTTFMMmd5Tmk4eE1ESTRNRFF6TURVd01Ua3hPQzl3Y21RdFpuSnZiblF0TVRJME56azNNMTh5TURGNE1qQXhMbXB3Wnd8YzM5Y2MxYjYzZjQzYzJmYmQ2YjUxMDZmMGJlOGQyNmJhMzJhZTAwMTVkMjVlZDM0MmE0MWYyNDU2NTExOTc2ZA,4.84,58,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/dior/diorshow-on-stage-crayon/waterproof-khol-potlood/p/BP_1247973
WATERPROOF MASCARA,IT COSMETICS,SUPERHERO™,BP_1260685,,3605972693778,MAKE-UP,Mascara,"€ 32,00",,,Standard,AVAILABLE,L´OREAL BELGILUX,https://www.iciparisxl.nl/medias/prd-front-1260685-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjA3OXxpbWFnZS9qcGVnfGFEY3lMMmc0TWk4eE1EUTJOelEyTlRReU9UQXlNaTl3Y21RdFpuSnZiblF0TVRJMk1EWTROVjh5TURGNE1qQXhMbXB3Wnd8ZGNiNTFhOTQ5NmQ2MzdhNjc3NGU1ZWQyNTYzNDIxOGI2MjdhMmUxMGNhMTBkYWI5NjkyNDY1MjUyY2FiMjQwOQ,4.15,55,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/it-cosmetics/superhero/waterproof-mascara/p/BP_1260685
VOLUME MASCARA,DIOR,DIORSHOW ICONIC OVERCURL,BP_1246342,,,MAKE-UP,Mascara,"€ 38,72","€ 48,40",20,Standard,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1246342-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NjYyNHxpbWFnZS9qcGVnfGFEQTVMMmhqTmk4eE1ESTBNVEUxTURNeU1EWTNNQzl3Y21RdFpuSnZiblF0TVRJME5qTTBNbDh5TURGNE1qQXhMbXB3Wnd8MzIxMDMxOWE5ZWEwYmU5YWFjMGEzY2QwZTUzOTFmMjIwOTY1YWQ3ZTQ3ODA1NTRjMWQ1YTFhODgzMzJiODNjNg,4.85,55,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/dior/diorshow-iconic-overcurl/volume-mascara/p/BP_1246342
OOGPALET,DIOR,DIORSHOW 5 COULEURS,BP_1246391,,,MAKE-UP,Oogschaduw,"€ 59,40","€ 74,25",20,One Size,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1246391-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MjAzMTZ8aW1hZ2UvanBlZ3xhR1kwTDJnMU5DOHhNREkwTVRFMU1UVTJOVGcxTkM5d2NtUXRabkp2Ym5RdE1USTBOak01TVY4eU1ERjRNakF4TG1wd1p3fGNhMmJjN2Y4OTNiNzU3ZTJhOTE2ZGZmODI5MzFkMzNlN2RjNzBlMTEyODFlYjQ0ZjZlYmYxMjA1NTBmMzFjZTY,4.87,55,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/dior/diorshow-5-couleurs/oogpalet/p/BP_1246391
Hypnôse Drama Extreem Volume Mascara - 6.5ml,LANCÔME,Hypnôse Drama,BP_1316524,,,MAKE-UP,Mascara,"€ 14,40","€ 18,00",20,"6,5 ML",AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1316524-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTIyMzZ8aW1hZ2UvanBlZ3xhRFZpTDJobVl5OHhNVEE0TURneU5ERXlOelV4T0M5d2NtUXRabkp2Ym5RdE1UTXhOalV5TkY4eU1ERjRNakF4TG1wd1p3fDA5ZGYxOWQ3YzRjZWM5MDg1MDMyYTFlYTE5NzVkYWNjZDA4NDk3MGEwZWI0ZTM1MTk0MzdjZWYwYzMwMGZhOWE,4.5,50,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/hypnose-drama/hypnose-drama-extreem-volume-mascara-65ml/p/BP_1316524
PREMIUM EYE PENCIL,QUEEN TARZI,EYE PENCIL,BP_1125345,,,MAKE-UP,Oogpotlood,"€ 16,00","€ 20,00",20,One Size,AVAILABLE,QUEENTARZI,https://www.iciparisxl.nl/medias/prd-front-1125345-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NzY1N3xpbWFnZS9qcGVnfGFHVXdMMmczTlM4eE1EUTRNREl3T0RBNE5UQXlNaTl3Y21RdFpuSnZiblF0TVRFeU5UTTBOVjh5TURGNE1qQXhMbXB3Wnd8YzA2MDUwZDY1MjgzOTY4YWNiOTFiMGUzZmNhODc1NDk5NDAzODM5ZDgzZGI3NWE1NDE0YTA0ZTZmODQzODRkMA,4.8,50,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/queen-tarzi/eye-pencil/premium-eye-pencil/p/BP_1125345
MASCARA INK,SHISEIDO,CONTROLLED CHAOS,BP_1010867,,,MAKE-UP,Mascara,"€ 31,20","€ 39,00",20,Standard,AVAILABLE,SHISEIDO GROUP BELGIUM,https://www.iciparisxl.nl/medias/zoom-front-1010867-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8MzA2N3xpbWFnZS9qcGVnfGFHTmpMMmcyWVM4NE9UZ3dOelU1T1RBME1qZzJMM3B2YjIwdFpuSnZiblF0TVRBeE1EZzJOMTh5TURGNE1qQXh8ZjZjM2Y5NzIwZWI3M2RiODlkMDJmNmI0MWI2N2I5NTdhNmJjZDQwMmNhYzcwODM3NmZjNjAzZWRmNTY1MjI5Mg,4.91,45,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/shiseido/controlled-chaos/mascara-ink/p/BP_1010867
MASCARA - VERLENGEND & VOLUMEGEVEND,CLINIQUE,HIGH IMPACT™ MASCARA,BP_31007,,,MAKE-UP,Mascara,"€ 25,60","€ 32,00",20,Standard,AVAILABLE,ESTEE LAUDER CLINIQUE,https://www.iciparisxl.nl/medias/zoom-front-31007-201x201?context=bWFzdGVyfHByZC1pbWFnZXN8NDEzOXxpbWFnZS9qcGVnfGFEYzJMMmhsTWk4NE9UZ3pNRGd6TmpFME1qTTRMM3B2YjIwdFpuSnZiblF0TXpFd01EZGZNakF4ZURJd01RfGQzMGUxNGY3MmM4MmY5MWY2ZmMxNmExYmFiNWE4N2RmYjUwOTZiMjhmNjQzMjM4ODkyYThkNjIwODM0N2MwMTc,4.81,42,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/clinique/high-impact-mascara/mascara-verlengend-volumegevend/p/BP_31007
THE ROYAL LINER,QUEEN TARZI,EYE LINER,BP_1073083,,,MAKE-UP,Eyeliner,"€ 20,00","€ 25,00",20,One Size,AVAILABLE,QUEENTARZI,https://www.iciparisxl.nl/medias/prd-front-1073083-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NjA5MHxpbWFnZS9qcGVnfGFEVmpMMmhtT0M4eE1EUTRNREV6TmprM09EUTJNaTl3Y21RdFpuSnZiblF0TVRBM016QTRNMTh5TURGNE1qQXhMbXB3Wnd8Y2Q3MjMwYWRkYzJmYmNkMTM5NDUyYmMzYzU5MTk3MmVmY2IwMzYyMzlkNzAxNTY5YTYzZmZjMGI1YWVmNGU1ZA,3.68,40,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/queen-tarzi/eye-liner/the-royal-liner/p/BP_1073083
MASCARA,LANCÔME,MONSIEUR BIG,BP_887646,,3614271682369,MAKE-UP,Mascara,"€ 35,20","€ 44,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-887646-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTE5NzJ8aW1hZ2UvanBlZ3xhR0V6TDJnNE9DODVPVFE0TWprNU5Ua3hOekV3TDNCeVpDMW1jbTl1ZEMwNE9EYzJORFpmTWpBeGVESXdNUzVxY0djfGNjYzAyNmM4YTFkZDVlNjdjYmZmMzQwNmJmMzIyYjUzMGU2NmNmZjdhNTFhNzAyNTQ3Njg0NzIxZWU2YWM2NDY,4.72,39,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/monsieur-big/mascara/p/BP_887646
"Mascara, Waterproof",YVES SAINT LAURENT,Mascara Lash Clash,BP_1302832,,3614273993760,MAKE-UP,Mascara,"€ 37,60","€ 47,00",20,Standard,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1302832-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NTA5NnxpbWFnZS9qcGVnfGFEUTNMMmc1WlM4eE1EZzROVFU0TmpBeU5qVXlOaTl3Y21RdFpuSnZiblF0TVRNd01qZ3pNbDh5TURGNE1qQXhMbXB3Wnd8YzQyMTU4YmIwMTJlYjNhMWJhZGZmMTgwMzdlMzIyMzk0YzBmZGZiNjkzZjA0Y2EyMTViZWU2Njk2ZTIxYjhjZA,4.57,37,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/yves-saint-laurent/mascara-lash-clash/mascara-waterproof/p/BP_1302832
"De Ultra Precieze, Vloeibare Oogschaduw",LANCÔME,Lash Idole Eye Shadows,BP_1303756,,,MAKE-UP,Oogschaduw,"€ 28,00","€ 35,00",20,One Size,AVAILABLE,L'OREAL BELGILUX N.V.,https://www.iciparisxl.nl/medias/prd-front-1303756-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTAxMTJ8aW1hZ2UvanBlZ3xhR015TDJnNU9TOHhNRGt4TURVMk56UXpNakl5TWk5d2NtUXRabkp2Ym5RdE1UTXdNemMxTmw4eU1ERjRNakF4TG1wd1p3fDBjNmQwYjRhYTJkZjhkNjM0NDExZjQzMmRiODNiYmMwZGJjOGE2NjNjZDNlNjczOGFjOGM0ZGY1ODU4MzdjOTk,4.53,36,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/lancome/lash-idole-eye-shadows/de-ultra-precieze-vloeibare-oogschaduw/p/BP_1303756
Mascara extreem volume - houdt 24u - 1 op 1 wimper definitie,DIOR,Diorshow Overvolume Mascara,BP_1367372,,,MAKE-UP,Mascara,"€ 36,16","€ 45,20",20,Standard,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1367372-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTQ5OTh8aW1hZ2UvanBlZ3xhR1ppTDJoa01TOHhNVFkyTXpnd09ESTVPVEF6T0M5d2NtUXRabkp2Ym5RdE1UTTJOek0zTWw4eU1ERjRNakF4TG1wd1p3fDBlMmYzZGViZDg5Y2UwNzYyZTg2OTQwMmZiYTI0NDM1MWUwMWRlYWMzYWQ0N2VmMzBhMDcxYTI1NjA5Y2Q2NTA,4.74,27,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/dior/diorshow-overvolume-mascara/mascara-extreem-volume-houdt-24u-1-op-1-wimper-definitie/p/BP_1367372
Mascara primer-serum - wimperverzorging - 24u langhoudend,DIOR,DIORSHOW MAXIMIZER 4D,BP_1312835,,3348901696036,MAKE-UP,Mascara,"€ 36,16","€ 45,20",20,10 ML,AVAILABLE,DIOR CHRISTIAN S.A.,https://www.iciparisxl.nl/medias/prd-front-1312835-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8MTE2MDZ8aW1hZ2UvanBlZ3xhR05qTDJneE15OHhNRGsxTVRBd01UZzVPVEF6T0M5d2NtUXRabkp2Ym5RdE1UTXhNamd6TlY4eU1ERjRNakF4TG1wd1p3fDhkZDMwMWNhNzg5ZmQyMTRiNGZjNzEzMzNjZWNiYjBmOTJhZGQ4OWZmMTFkMzRjNzY5OWRjMDk4MDY0OTM3MjA,4.81,27,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/dior/diorshow-maximizer-4d/mascara-primer-serum-wimperverzorging-24u-langhoudend/p/BP_1312835
THE ROYAL MASCARA VOLUMIZING,QUEEN TARZI,MASCARA,BP_1136328,,8720256036050,MAKE-UP,Mascara,"€ 24,00","€ 30,00",20,Standard,AVAILABLE,QUEENTARZI,https://www.iciparisxl.nl/medias/prd-front-1136328-201x201.jpg?context=bWFzdGVyfHByZC1pbWFnZXN8NzYxNHxpbWFnZS9qcGVnfGFHSTJMMmhtWkM4eE1EUTRNREl3T1RreU1EQXpNQzl3Y21RdFpuSnZiblF0TVRFek5qTXlPRjh5TURGNE1qQXhMbXB3Wnd8ODMyYjRkMzg4MWE1ODhlZjM4YTA0NTBkNjU4NTViZDM4YWFjZmViYzc2MmM3ZmQwNTZmYjAxY2IwYmI1YzljOA,3.74,23,iciparisxl.nl,1753098450,https://www.iciparisxl.nl/queen-tarzi/mascara/the-royal-mascara-volumizing/p/BP_1136328
